idChemicals,Pubchem_CID,CAS,Name,IUPAC_name,Odor_notes,Odor_tags,Odor_sources,OR_sources,Olfactory_Receptors
105,62321.0,78-36-4,Linalyl butyrate,"3,7-dimethylocta-1,6-dien-3-yl butanoate",banana;bergamot;berry;blueberry;citrus;floral;fruity;honey;peach;pear;pineapple;plum;spicy;sweet,banana;bergamot;berry;berryfloral;blueberry;citrus;fruity;honey;peach;pear-plum-like notes;pineapple;spicy;sweet,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
106,5355858.0,78-37-5,Linalyl cinnamate,"3,7-dimethylocta-1,6-dien-3-yl (E)-3-phenylprop-2-enoate",amber;balsamic;floral;flower;fruity;labdanum;lily;neroli;orange;spicy;sweet,amber;balsamic;floral odor;labdanum;lily;neroli;orangeflower;slight fruity-spicy taste;sweet,TGSC;FlavorBase10;OdorRactor,,
107,6544.0,78-59-1,ISOPHORONE,"3,5,5-trimethylcyclohex-2-en-1-one",berry;camphoraceous;camphoreous;cedar;citrus;cooling;fruity;green;herbaceous;honey;leathery;minty;musty;nutty;peppermint;sharp;sweet;tobacco;vegetable;wax;winey;woody,berry;camphoreous;cedar;citrus;cooling;fruity;green;herbaceous;leathery;minty-honey-tobacco on dilution;musty;nutty;peppermint;sharp;sweet;sweet-green-camphoraceous odor;tobacco;vegetable;wax;winey;woody,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;Pubchem,,
108,6549.0,22564-99-4,Linalool,"3,7-dimethylocta-1,6-dien-3-ol",berry;blueberry;bois;citrus;floral;fresh;green;lavender;lemon;orange;petitgrain;rose;spicy;sweet;terpenic;wax;woody,berry;blueberry;bois;citrus;floral;fresh;green;lavender;lemon;orange;petitgrain;rose;spicy;sweet;terpenic;wax;woody,TGSC;FlavorBase10;SigmaAldrich;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;Mainland et al|https://doi.org/DOI: 10.1038/sdata.2015.2,OR1C1;;OR1D2;;OR2W1;;Or2b4;
109,6558.0,78-81-9,ISOBUTYLAMINE,2-methylpropan-1-amine,ammoniacal;ammonical;cheese;cheesy;fishy;malty;ripe;shellfish,ammoniacal;ammonical;cheesy;fishy;malty;ripe cheese notes;shellfish,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdorRactor;Flavorbase,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,Or2b4;
110,6560.0,68989-27-5,2-Methyl-1-propanol,2-methylpropan-1-ol,bitter;chemical;cortex;disagreeable;ethereal;fermented;fruity;fusel;musty;penetrating;suffocating;sweaty;sweet;whiskey;winey,bitter;cortex;disagreeablesuffocating;ethereal;fermented;fruity;fusel;musty;penetrating;sweaty-chemical;sweet;whiskey-like in dilution;winey,TGSC;FlavorBase10;SigmaAldrich;Pubchem,,
111,6561.0,78-84-2,ISOBUTYRALDEHYDE,2-methylpropanal,aldehydic;banana;cheese;chocolate;floral;fresh;fruity;green;malty;pungent;sharp,aldehydic;banana-like odor;cheese;chocolate;floral;fresh;fruity;green;malty;pungent;sharp,TGSC;FlavorBase10;SigmaAldrich;AOD;Flavorbase;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1A1;;OR1D2;;Or2b4;;Or5g26;
112,6562.0,78-85-3,METHACROLEIN,2-methylprop-2-enal,floral;foliage;green;hyacinth;pungent,floral;foliage;green;highpungent;hyacinth,TGSC;SuperScent;Pubchem,,
113,6568.0,15892-23-6,2-Butanol,butan-2-ol,alcoholic;apricot;fermented;fruity;fusel;oily;sweet;wine;winey,apricot;fermented;fruity;fusel-alcoholic notes;oily wine-like;sweet;winey,TGSC;FlavorBase10;Flavornet;Pubchem,,
114,6569.0,78-93-3,2-Butanone,butan-2-one,acetone;camphor;camphoraceous;camphoreous;ethereal;fruity;ketonic;minty;pungent;solvent;sweet,acetone-like ketonic odor;camphoraceous;camphoreous;ethereal;fruity;fruity camphor odor;pungentminty;solvent;sweet,TGSC;FlavorBase10;SigmaAldrich;AOD;Flavorbase;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;ODORactor|https://doi.org/10.1093/bioinformatics/btr385;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,Or5g26;;Or5g29;OR5G3;Or6a2;OR6A2
115,6570.0,25038-87-3,METHYL VINYL KETONE,but-3-en-2-one,ethereal;gassy;pungent;sharp;sweet,gassy;pungent;sharp;sweet;sweet ethereal in extreme dilution,TGSC;FlavorBase10,,
116,4.0,1674-56-2,1-Aminopropan-2-ol,1-aminopropan-2-ol,ammoniacal;ammonical;fishy;seafood,ammonical;fishy;seafood odor;weak ammoniacal,TGSC;FlavorBase10;SigmaAldrich;PDB;OdoRactor,,
117,880.0,51252-84-7,methylglyoxal,2-oxopropanal,acidic;brown;burnt;caramel;caramellic;dairy;ethereal;pungent;rummy;sharp;sweet,acidic;caramel;ethereal;etherealbrown;pungent odor;rummy;sharp;sharp caramellic-burnt & dairy taste;sweet,TGSC;FlavorBase10;SigmaAldrich;Pubchem,,
118,1032.0,68990-37-4,propionic acid,propanoic acid,acidic;cheese;cheesy;dairy;disagreeable;milk;pungent;rancid;sour;soy;vinegar,acidic;cheesy;dairy;disagreeable;pungent;rancid;sour milk and cheese taste;sour milk odor;soyvinegar,TGSC;FlavorBase10;SigmaAldrich;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1G1;;OR51E2;;OR52D1;;Or6a2;OR6A2
119,757.0,26124-68-5,glycolic acid,2-hydroxyacetic acid,acidic;buttery;odorless;tart,acidic tart taste (see comments);buttery;odorless,TGSC;FlavorBase10,,
120,6584.0,79-20-9,METHYL ACETATE,methyl acetate,acetate;cognac;estery;ethereal;ethyl;fruity;rummy;solvent;sweet;winey,cognac;estery;ethereal;fruity;rummy;similar to ethyl acetate;solvent;sweet;winey,TGSC;FlavorBase10;SigmaAldrich;Pubchem,,
121,6590.0,79-31-2,ISOBUTYRIC ACID,2-methylpropanoic acid,acidic;buttery;cheese;cheesy;dairy;fruity;pungent;rancid;sharp;sour;stench;strawberry,acidic;buttery;cheese;cheesy;dairy;dairyrancid;in dilution a fruity odor and taste;pungent;sharp;sour;stench;strawberry,TGSC;FlavorBase10;SigmaAldrich;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1G1;;OR52D1;
122,107689.0,79-33-4,L-Lactic acid,(2S)-2-hydroxypropanoic acid,odorless,odorless,TGSC,,
123,62326.0,79-42-5,2-Mercaptopropionic acid,2-sulfanylpropanoic acid,brothy;brown;cheese;meaty;roasted;savory;sulfurous;sulfury;unpleasant,brothy;brown & cheese notes;meaty;roasted;savorybrown;sulfurous;sulfury;unpleasant,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor,,
124,246983.0,79-63-0,lanosterol,"(3S,5R,10S,13R,14R,17R)-4,4,10,13,14-pentamethyl-17-[(2R)-6-methylhept-5-en-2-yl]-2,3,5,6,7,11,12,15,16,17-decahydro-1H-cyclopenta[a]phenanthren-3-ol",strawberry;tropical;vegetable,strawberry;tropical;vegetable,TGSC,,
125,638014.0,85949-43-5,BETA-IONONE,"(E)-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one",almond;balsamic;bee;berry;cedar;dry;floral;fruity;grape;green;jammy;minty;orange;orris;peach;powdery;raspberry;rose;seaweed;seedy;sweet;tropical;violet;wax;winey;woody,almond;balsamic;beewax;berry;cedar;dry;floral;fruity;grape;green;jammy;minty;orange;orris;peach;powdery;rose;seaweed;seedy;sweet;tropical;violet;winey;woody;woody-raspberry on dilution,TGSC;FlavorBase10;Pubchem;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,OR1G1;;OR2B3;;OR4D6;;OR4D9;;OR52D1;;OR5A1;;OR5A2;;Or6a2;OR6A2;Or7a36;OR7A10;Or8k32;OR8K3
126,5365976.0,79-78-7,Allyl alpha-ionone,"(1E)-1-(2,6,6-trimethylcyclohex-2-en-1-yl)hepta-1,6-dien-3-one",berry;floral;fruity;green;leathery;meaty;orris;pineapple;spicy;sweet;tropical;vanilla;wax;waxy;weedy;woody,berry and pineapple-like;floral;green;leathery;meaty;orris;spicy;sweet;tropical;vanilla;wax;waxy;weedy;woody;woody-fruity,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,,
127,97996.0,79-89-0,"3-Buten-2-one, 3-methyl-4-(2,6,6-trimethyl-1-cyclohexen-1-yl)-","3-methyl-4-(2,6,6-trimethylcyclohexen-1-yl)but-3-en-2-one",amber;floral;orris;powdery;raspberry;waxy;woody,amber;floral;orris;powdery;slight woody and a raspberry like flavor;waxy;woody,TGSC;FlavorBase10,,
128,6616.0,565-00-4,CAMPHENE,"2,2-dimethyl-3-methylidenebicyclo[2.2.1]heptane",camphoraceous;citrus;cooling;fir;green;herbaceous;herbal;insipid;minty;oily;pine;spicy;sweet;terpenic;woody,citrus;cooling;fir needle;greenminty;herbaceous;herbal;insipid;oily;pine;spicy;sweet camphoraceous odor;terpenic;woody,TGSC;FlavorBase10;Flavornet;Pubchem,,
129,6623.0,25766-59-0,Bisphenol A,4-[2-(4-hydroxyphenyl)propan-2-yl]phenol,phenolic,phenolic,TGSC,,
130,2955.0,1632119-29-9,dapsone,4-(4-aminophenyl)sulfonylaniline,citrus;fresh;herbal;lavender;woody,citrus;fresh;herbal;lavender;woody,TGSC,,
131,6629.0,80-15-9,CUMENE HYDROPEROXIDE,2-hydroperoxypropan-2-ylbenzene,earthy;floral;leathery;minty,earthy;floral;leathery;minty,TGSC,,
132,6631.0,58985-18-5,Dihydroterpinyl acetate,2-(4-methylcyclohexyl)propan-2-yl acetate,citrus;cologne;coniferous;floral;fresh;fruity;herbaceous;herbal;lime;pine;soapy;woody,citrus;citrus-woody-pine cologne like odor with an h;coniferous;floralfruity;fresh;herbal;lime;soapy;woody,TGSC;FlavorBase10;Flavornet;Flavorbase,,
133,62328.0,62395-45-3,Terpinyl propionate,2-(4-methylcyclohex-3-en-1-yl)propan-2-yl propanoate,citrus;fresh;fruity;geranium;green;herbaceous;old;rose;sweet;tropical;waxy;wood,citrus odor;citrusgeranium;fresh;green fruity taste;herbaceous;mild fruity;old;rose;sweet;tropical;waxy;wood,TGSC;FlavorBase10;SuperScent;OdoRactor,,
134,228987.0,80-54-6,80-54-6,3-(4-tert-butylphenyl)-2-methylpropanal,cumin;floral;fresh;green;lily;muguet;powdery;valley;watery,cumin;floral;fresh;green;muguet;powdery;reminiscent of lily-of-the valley;watery,TGSC;FlavorBase10;AOD;Flavorbase;Pubchem;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;ODORactor|https://doi.org/10.1093/bioinformatics/btr385,OR10S1;;OR1D2;;OR2A7;;OR2T4;;OR3A1;;Or2b4;;Or6a2;OR6A2
135,6654.0,25766-18-1,ALPHA-PINENE,"2,6,6-trimethylbicyclo[3.1.1]hept-2-ene",camphoraceous;camphoreous;cooling;earthy;fresh;herbaceous;pine;resinous;sweet;terpenic;turpentine;woody,camphoraceous;camphoreous;coolingherbaceous;earthy;fresh;pine;resinous;sweet;terpenic;turpentine taste;woody,TGSC;FlavorBase10;Flavornet;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR2A7;;OR2T4;
136,125468.0,13201-46-2,TIGLIC ACID,(E)-2-methylbut-2-enoic acid,acidic;balsamic;brown;cake;caramel;caramellic;dry;fruity;pungent;ripe;spicy;sweet;warm;woody,acidic;balsamic;brown;caramellic;dry;fruity taste;pungent;ripe;spicy;spicy (cake-like) odor;sweet;warm;woody;woodycaramel,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor,,
137,6658.0,97555-82-3,METHYL METHACRYLATE,methyl 2-methylprop-2-enoate,acrid;acrylate;acrylic;apple;aromatic;estry;fruity;grape;plastic;sharp;sulfurous;sweet;unpleasant,acrylate;apple-like in dilution;aromatic;estry;fruity;grape;plastic;sharp acrylic odor;sulfurous;sweet;unpleasantacrid,TGSC;FlavorBase10;SigmaAldrich;Pubchem,,
138,6660.0,80-71-7,80-71-7,2-hydroxy-3-methylcyclopent-2-en-1-one,caramel;caramellic;coffee;lovage;maple;seedy;sugar;woody,caramel;caramellic;caramellic-maple;coffeewoody;lovage odor and taste;seedy;sugar,TGSC;FlavorBase10;SuperScent,,
139,5143.0,128-44-9,saccharin,"1,1-dioxo-1,2-benzothiazol-3-one",odorless,odorless,TGSC,,
140,6669.0,81-14-1,MUSK KETONE,"1-(4-tert-butyl-2,6-dimethyl-3,5-dinitrophenyl)ethanone",dry;fatty;floral;musk;powdery;soapy,dry;fatty;floral;musk;powdery;soapy,TGSC,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547;Sato-Akuhara et al|https://doi.org/DOI:10.1523/JNEUROSCI.3259-15.2016,OR5AN1;;Or2b4;;Or2c1;OR2C1;Or5an6;
141,62329.0,81-15-2,Musk xylene,"1-tert-butyl-3,5-dimethyl-2,4,6-trinitrobenzene",dry;fatty;musk;soapy;sweet,dry;fatty;musk;soapy;sweet,TGSC;OdorRactor;Pubchem,Sato-Akuhara et al|https://doi.org/DOI:10.1523/JNEUROSCI.3259-15.2016,OR5AN1;
142,6736.0,83-34-1,3-METHYLINDOLE,3-methyl-1H-indole,animal;civet;fatty;fecal;floral;fruit;jasmin;manure;mothball;naphthyl;offensive;ripe,animal;civet;diluted - floral;fatty;jasmineanimal;manure;mothball;naphthyl;offensive fecal odor;overripe fruit,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037;Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,OR1A1;;OR2W1;;Olfr751;;Or11g25;;Or11g26;OR11G2;Or11g27;OR11G2;Or11g2;OR11G2;Or11g7;OR11G2;Or11h23;OR11H7;Or11h4;OR11H4;Or11h6;OR11H6;Or11h7;OR11H7;Or6s1;OR6S1
143,6753.0,73507-41-2,MUSK AMBRETTE,"1-tert-butyl-2-methoxy-4-methyl-3,5-dinitrobenzene",ambrette;floral;musk;musty;seedy;sweet,ambrette;floral;musky odor;musty;seedy;sweet,TGSC;FlavorBase10;SuperScent;Pubchem,,
144,6777.0,84-61-7,DICYCLOHEXYL PHTHALATE,"dicyclohexyl benzene-1,2-dicarboxylate",plastic,plastic,TGSC,,
145,6781.0,68988-18-1,DIETHYL PHTHALATE,"diethyl benzene-1,2-dicarboxylate",aromatic;odorless,aromatic;odorless,TGSC;SigmaAldrich;Pubchem,,
146,5284607.0,10485-69-5,Phylloquinone,"2-methyl-3-[(E,7R,11R)-3,7,11,15-tetramethylhexadec-2-enyl]naphthalene-1,4-dione",odorless,odorless,TGSC,,
147,135398631.0,29593-02-0,5'-Guanylic acid,"[(2R,3S,4R,5R)-5-(2-amino-6-oxo-1H-purin-9-yl)-3,4-dihydroxyoxolan-2-yl]methyl dihydrogen phosphate",bitter;meaty;odorless;salty;umami,bitter blocker;meaty;odorless;salty;umami,TGSC;FlavorBase10,,
148,6819.0,85-70-1,85-70-1,"2-O-(2-butoxy-2-oxoethyl) 1-O-butyl benzene-1,2-dicarboxylate",odorless,odorless,TGSC,,
149,6826.0,85-91-6,Methyl 2-(methylamino)benzoate,methyl 2-(methylamino)benzoate,blossom;clean;floral;flower;fresh;fruity;grape;mandarin;musty;neroli;orange;phenolic;powdery;sweet;winey,clean;fresh;fruity;mandarin;musty;musty fruity grape-like taste;musty-floral;neroli;orange blossom odor;orangeflower;phenolic;powdery;sweet;winey,TGSC;FlavorBase10;SigmaAldrich;Pubchem,Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,Or7a36;OR7A10;Or8c17;
150,6835.0,26445-85-2,2-Methoxybiphenyl,1-methoxy-2-phenylbenzene,floral;fruity;rose,floral;fruity;rose,TGSC,,
151,6862.0,26445-01-2,1-Naphthylacetic acid,2-naphthalen-1-ylacetic acid,floral;violet,floral;violet,TGSC,,
152,66595.0,87-05-8,7-Ethoxy-4-methylcoumarin,7-ethoxy-4-methylchromen-2-one,celery;coumarinic;fenugreek;maple;nutty;walnut,celery;coumarinic notes;fenugreek;maple;nutty;walnut,TGSC;FlavorBase10,,
153,6873.0,87-19-4,Isobutyl salicylate,2-methylpropyl 2-hydroxybenzoate,clove;cooling;floral;fruity;green;herbaceous;herbal;orchid;spice;spicy;sweet;winter,clover;cooling;floral;fruity taste;herbaceous-floral;herbal;orchid;spice;spicy;sweet;wintergreen,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;Pubchem,,
154,6874.0,34377-38-3,Isoamyl salicylate,3-methylbutyl 2-hydroxybenzoate,balsamic;clove;floral;grape;green;herbaceous;herbal;metallic;orchid;soapy;sweet;winey;winter;woody,balsamic;floral;floral (clover-orchid);grape;green notes;herbaceous;herbal;metallic;orchid;soapy;sweet;winey;wintergreen;woody,TGSC;FlavorBase10;SigmaAldrich,,
155,62332.0,87-22-9,Phenethyl salicylate,2-phenylethyl 2-hydroxybenzoate,apricot;balsamic;carnation;floral;honey;hyacinth;rose;spicy;sweet,balsamic;carnation;floral;honey-apricot taste;hyacinth;rose;spicy;sweet,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
156,6877.0,37-25-2,ETHYL ANTHRANILATE,ethyl 2-aminobenzoate,blossom;floral;flower;fruity;grape;green;orange;sweet;winter,floral;fruity;grape;green;orange-blossom;orangeflower;sweet;wintergreen,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;Pubchem,,
157,5284369.0,87-29-6,CINNAMYL ANTHRANILATE,[(E)-3-phenylprop-2-enyl] 2-aminobenzoate,balsamic;floral;fruity;grape,balsamic;floral odor reminiscent of grape;fruity;grape,TGSC;FlavorBase10;OdorRactor;Pubchem,,
158,6885.0,591234-45-6,PHTHALIDE,3H-2-benzofuran-1-one,almond;coconut;coumarin;coumarinic;hay;heliotropin;lactonic;phenolic;powdery;sweet;tonka,coconut;coumarin with sweet;coumarinic;hay;heliotropin & almond topnotes;lactonic;phenolic;powdery;sweet;tonka,TGSC;FlavorBase10;SigmaAldrich,,
159,5281515.0,87-44-5,BETA-CARYOPHYLLENE,"(1R,4E,9S)-4,11,11-trimethyl-8-methylidenebicyclo[7.2.0]undec-4-ene",citrus;clove;dry;spicy;sweet;turpentine;woody,clove;dry;spicy;sweet;turpentine;with citrus undernote taste;woody,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor,,
160,802.0,87-51-4,indole-3-acetic acid,2-(1H-indol-3-yl)acetic acid,animal;fecal;odorless;sour,fecal;odorless;somewhat animalic;sour,TGSC;FlavorBase10,,
161,66600.0,87-55-8,87-55-8,(2-methyl-5-oxocyclopenten-1-yl) propanoate,buttery;caramel;caramellic;creamy;maple;nut;nutty,buttery;butterymaple;caramelic;caramellic;creamy;nut-like odor;nutty,TGSC;FlavorBase10;Flavorbase,,
162,10198924.0,87-67-2,CHOLINE BITARTRATE,"2-hydroxyethyl(trimethyl)azanium;2,3,4-trihydroxy-4-oxobutanoate",odorless,odorless,TGSC,,
163,444305.0,132517-61-4,(+)-L-Tartaric acid,"(2R,3R)-2,3-dihydroxybutanedioic acid",odorless,odorless,TGSC,,
164,6993580.0,87-91-2,87-91-2,"diethyl (2R,3R)-2,3-dihydroxybutanedioate",caramellic;earthy;fruity;musty;winey,caramellic;earthy;fruity;musty;winey,TGSC;FlavorBase10;SigmaAldrich,,
165,6912.0,87849-01-2,xylitol,"(2S,4R)-pentane-1,2,3,4,5-pentol",odorless,odorless,TGSC,,
166,6915.0,88-09-5,2-ETHYLBUTYRIC ACID,2-ethylbutanoic acid,acidic;alcoholic;berry;caramel;cheese;dairy;dry;earthy;fruity;nut;sour;tropical;whiskey,acidic;alcoholic;berry;caramel;dry;earthy;fruity;fruitywhiskey;slight dairy & nut-like odor and sour fruity-;tropical,TGSC;FlavorBase10;SigmaAldrich,,
167,6919.0,26447-28-9,2-FUROIC ACID,furan-2-carboxylic acid,caramellic;clean;odorless;sour,clean sour taste with caramellic notes;odorless,TGSC;FlavorBase10,,
168,6920.0,97511-16-5,2-ACETYLTHIOPHENE,1-thiophen-2-ylethanone,fried;hazelnut;nutty;onion;roasted;sulfurous;walnut,hazelnut;nutty;onion-like taste at 10 ppm;roasted fried notes;sulfurous;walnut,TGSC;FlavorBase10;SigmaAldrich,,
169,6930.0,88-29-9,versalide;Versalide,"1-(3-ethyl-5,5,8,8-tetramethyl-6,7-dihydronaphthalen-2-yl)ethanone",ambrette;floral;musk;sweet,ambrette;floral;musk;sweet,TGSC;SuperScent,,
170,62334.0,20298-69-5,2-tert-Butylcyclohexyl acetate,(2-tert-butylcyclohexyl) acetate,apple;citrus;fresh;fruity;green;herbaceous;herbal;woody,apple;citrus;fresh;fruity;green;herbaceous;herbal;woody,TGSC;FlavorBase10;SigmaAldrich;Flavorbase;OdoRactor,,
171,6937.0,88-60-8,6-tert-Butyl-m-cresol,2-tert-butyl-5-methylphenol,animal;burnt;dry;leather;leathery;smoky;woody,animal;dry woody leather. somewhat burnt-smoky  odor;leathery,TGSC;FlavorBase10,,
172,6943.0,25168-06-3,2-Isopropylphenol,2-propan-2-ylphenol,burnt;medicinal;phenolic;rubbery;smoky;solvent;spicy;toasted;woody,burnt;medicinal;medicinal-smoky phenolic odor;phenolic;rubbery;solvent;spicy;toasted;woody,TGSC;FlavorBase10;SigmaAldrich,,
173,6947.0,78813-12-4,2-NITROPHENOL,2-nitrophenol,honey;rose,honey;rose,TGSC,,
174,15560252.0,372162-07-7,88-84-6,"(1S,4S)-1,4-dimethyl-7-propan-2-ylidene-2,3,4,5,6,8-hexahydro-1H-azulene",balsamic;dry;peppery;powdery;spicy;sweet;woody,balsamic odor with peppery notes;dry;powdery;spicy;sweet;woody,TGSC;FlavorBase10,,
175,98118.0,663958-46-1,Aurantiol,"methyl 2-[(7-hydroxy-3,7-dimethyloctylidene)amino]benzoate",blossom;floral;flower;lily;linden;orange;sweet,floral;lily;linden-blossom;orange-blossom;orangeflower;sweet,TGSC;FlavorBase10;OdorRactor,ODORactor|https://doi.org/10.1093/bioinformatics/btr385,OR1A1;;OR1A2;
176,6970.0,109423-22-5,MENTHYL SALICYLATE,(5-methyl-2-propan-2-ylcyclohexyl) 2-hydroxybenzoate,astringent;bitter;medicinal;odorless,bitter-astringent taste;odorless;slighly medicinal,TGSC;FlavorBase10,,
177,119900.0,89-47-4,Validol,"[(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexyl] 3-methylbutanoate",balsamic;fruity;herbaceous;herbal;mentholic;minty;sweet,fruity;herbal;mentholic;sweet;sweet somewhat fruity-balsamic-minty-herbaceo,TGSC;FlavorBase10,,
178,27867.0,20777-36-0,Menthyl acetate,(5-methyl-2-propan-2-ylcyclohexyl) acetate,acetate;berry;camphoraceous;cooling;crisp;earthy;fresh;fruity;herbaceous;melon;mentholic;minty;oily;orange;raspberry;spicy;sweet;tea;weedy;woody,berry;camphoraceous;cooling;coolingearthy;crisp;fresh;fruity;melon;mentholic;minty;minty-herbaceous-fruity odor with weak coolin;oily;orange;raspberry;slightly fruity for (+)-neomenthyl acetate;spicy;sweet;tea;weedy;woody,TGSC;FlavorBase10;SigmaAldrich;Pubchem;OdoRactor;OdorRactor,,
179,54675810.0,89-65-6,Erythorbic acid,"(2R)-2-[(1R)-1,2-dihydroxyethyl]-3,4-dihydroxy-2H-furan-5-one",acid;clean;odorless,odorless;odorless with a clean acidulous taste,TGSC;FlavorBase10,,
180,33094.0,89-71-4,Methyl o-toluate,methyl 2-methylbenzoate,floral;flower;grape;orange;ylang,floral;grape;orangeflower;ylang,TGSC,,
181,6985.0,89-74-7,"2',4'-Dimethylacetophenone","1-(2,4-dimethylphenyl)ethanone",chemical;coumarinic;floral;hay;mimosa;minty;sharp;sweet;woody,chemical;coumarinic;floral;mimosa;minty;sharp;sweet;woody;woody-hay minty notes,TGSC;FlavorBase10;SigmaAldrich,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,Or6a2;OR6A2
182,170833.0,59905-53-2,(-)-Isopulegol,"(1R,2S,5R)-5-methyl-2-prop-1-en-2-ylcyclohexan-1-ol",cooling;fresh;grassy;green;herbaceous;medicinal;minty;odorless;woody,cooling;grassy;green;herbaceous;medicinal;minty;odorless & cool & fresh if highly purified;woody,TGSC;FlavorBase10;OdorRactor;SigmaAldrich;Flavorbase;OdoRactor,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,Or6a2;OR6A2
183,6987.0,89-81-6,PIPERITONE,3-methyl-6-propan-2-ylcyclohex-2-en-1-one,camphoraceous;camphoreous;fresh;fruit;harsh;herbaceous;herbal;medicinal;minty;peppermint;pungent;sweet,camphoraceous;camphoreous;fresh strong herbaceous;fruit;harsh;herbal;medicinal;minty;peppermint;pungent;sweet,TGSC;FlavorBase10;OdorRactor;Flavorbase;Flavornet,,
184,442495.0,89-82-7,Pulegone,(5R)-5-methyl-2-propan-2-ylidenecyclohexan-1-one,buchu;camphoraceous;camphoreous;cinnamyl;fresh;fruity;herbaceous;herbal;lime;metallic;minty;peppermint;resinous;spicy;sulfurous;vanilla,buchu;camphoraceous;camphoreous;cinnamyl;fresh;fruity;herbaceous;herbal;lime;metallic;minty;peppermint;resinous odor and taste;spicy;sulfurous;vanilla,TGSC;FlavorBase10;SigmaAldrich;OdoRactor,Ruiz Tejada Segura et al|https://doi.org/10.1016/j.celrep.2022.110547,Or7a36;OR7A10
185,6989.0,89-83-8,THYMOL,5-methyl-2-propan-2-ylphenol,aromatic;camphoraceous;camphoreous;chemical;coffee;earthy;fruity;herbaceous;herbal;medicinal;minty;phenolic;smoky;spicy;sweet;thyme;winey;woody,aromatic;camphoraceouschemical;camphoreous;coffee;earthy;fruity;herbal;medicinal;medicinal-herbaceous;minty;phenolic;smoky;spicy-phenolic odor/taste;sweet;thyme;winey;woody,TGSC;FlavorBase10;SigmaAldrich;Pubchem,Audouze et al|https://doi.org/10.1371/journal.pone.0093037,OR1A1;;OR1G1;;OR52D1;
186,1491.0,89-86-1,"2,4-dihydroxybenzoic acid","2,4-dihydroxybenzoic acid",aspartame;odorless;phenolic;rose;sucralose;sweet;tea;woody,nearly odorless;phenolic;sucralose & aspartame;sweetness modifier for sucrose;tea;woody,TGSC;FlavorBase10;SigmaAldrich;Flavorbase,,
